,address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,rand
3661,"Rua Felipe dos Santos, 760 ",1600.0,4,3023645.0,4,170, Santo Agostinho, Belo Horizonte ,-19.9342841,-43.9462997,0.8111129956339292
3662,Avenida Torino ,1.0,7,2741507.0,4,400, Bandeirantes, Belo Horizonte ,-19.8574336,-43.9861772,0.4229443952940314
3663,Rua Marcos Coelho Neto ,170.0,2,373685.0,2,100, Estrela Dalva, Belo Horizonte ,-19.9630345,-43.9755424,0.8667703959557997
3664,Rua Uberlândia ,330.0,1,347386.0,2,90, Carlos Prates, Belo Horizonte ,-19.9150672,-43.9570334,0.7757940198105596
3665,Rua Alga Verde ,,2,678053.0,3,210, Jardim Guanabara, Belo Horizonte ,-19.8267018,-43.9392686,0.49243199308739216
3666,"Avenida Augusto de Lima, 1189 ",680.0,1,439738.0,3,119, Centro, Belo Horizonte ,-19.9230616,-43.9441556,0.4217609340158369
3667,Avenida Assis Chateaubriand ,1601.0,2,1631933.0,3,295, Floresta, Belo Horizonte ,-19.9190834,-43.9329445,0.4121213907784923
3668,Rua Alagoas ,1.0,2,1130333.0,2,78, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.448617610008507
3669,"Rua dos Timbiras, 1228 ",671.0,2,1243012.0,2,165, Funcionários, Belo Horizonte ,-19.9302789,-43.9251047,0.30010923222560304
3670,"Rua das Canoas, 1111 ",300.0,2,400110.0,3,62, Palmeiras, Belo Horizonte ,-19.9598553,-43.9921038,0.7714135805164621
3671,Rua Serra da Água Quente ,1.0,20,5700158.0,1,3637, Distrito Industrial Vale do Jatobá, Belo Horizonte ,-20.0044552,-44.0276728,0.8753301463626029
3672,Rua Cana Verde ,,3,751910.0,2,118, Liberdade, Belo Horizonte ,-19.8584972,-43.9512504,0.05749837236852062
3673,"Rua Copérnico Pinto Coelho, 391 ",570.0,1,488345.0,3,98, Santo Antônio, Belo Horizonte ,-19.9508866,-43.9438345,0.6272521630627756
3674,Rua Mogi das Cruzes ,125.0,1,166228.0,2,53, Piratininga Venda Nova, Belo Horizonte ,-19.8081995,-43.9890825,0.08185172827551224
3675,Rua Álvares Maciel ,,--,6956069.0,--,537, Santa Efigênia, Belo Horizonte ,-19.9239233,-43.924282,0.993222499589655
3676,Rua Alagoas ,1.0,2,1220189.0,2,78, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.7637059929478062
3677,Avenida Professor Mário Werneck ,578.0,1,527063.0,3,80, Estoril, Belo Horizonte ,-19.9758245,-43.9684461,0.4578809841602587
3678,"Rua Polônia, 444 ",,3,524355.0,3,180, Jardim Leblon, Belo Horizonte ,-19.8262206,-43.9922067,0.39902849005078034
3679,Rua Aluísio Lobão Veras ,1.0,2,396094.0,3,62, Serrano, Belo Horizonte ,-19.8816511,-44.0073674,0.0026035692974220037
3680,"Rua Celso Clark Lima, 22 ",,3,889683.0,3,206, Palmeiras, Nova Lima ,-19.973156,-43.9813687,0.12103351371941473
3681,Rua Alagoas ,1.0,2,2078514.0,3,112, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.8117733483450673
3682,Rua Alagoas ,1.0,2,1238837.0,2,75, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.9069070475233911
3683,Rua Alagoas ,1.0,2,1117584.0,2,77, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.4730494135465214
3684,Rua Alagoas ,1.0,2,1244241.0,2,78, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.9081623652725314
3685,"Avenida do Contorno, 7069 ",,--,319878.0,--,28, Santo Antônio, Belo Horizonte ,-19.9156428,-43.9453796,0.8473502853626947
3686,Rua José Joaquim dos Santos ,,4,968018.0,3,160, Céu Azul, Belo Horizonte ,-19.8276092,-43.9950653,0.3884424309740121
3687,"Avenida Nossa Senhora de Fátima, 1936 ",200.0,--,472320.0,3,492, Carlos Prates, Belo Horizonte ,-19.9182903,-43.9605788,0.8080077732937886
3688,Rua Elson Nunes de Souza ,700.0,2,768743.0,4,120, Castelo, Belo Horizonte ,-19.889424,-43.9943234,0.4737702957286982
3689,Rua Dona Queridinha ,,2,907581.0,3,82, Itapoã, Belo Horizonte ,-19.837092,-43.9623659,0.06806224161915497
3690,Rua São Luiz ,,--,684672.0,5,134, Sagrada Família, Belo Horizonte ,-19.9001845,-43.9172664,0.8046885912804754
3691,Rua Marco Aurélio de Miranda ,650.0,3,1693160.0,4,252, Buritis, Belo Horizonte ,-19.9739157,-43.9678046,0.2877322657002601
3692,Rua Vera Lúcia ,,--,622734.0,--,360, Rio Branco, Belo Horizonte ,-19.8206363,-43.981041,0.3224363424248461
3693,"Rua Venezuela, 574 ",734.0,3,1151290.0,3,140, Sion, Belo Horizonte ,-19.953459,-43.9369995,0.6291891921151554
3694,Rua Dener Cunha Peixoto ,,1,222488.0,--,29, Buritis, Belo Horizonte ,-19.9798188,-43.9749058,0.7718728695102708
3695,Rua Gonçalves Dias ,,--,373707.0,1,17, Funcionários, Belo Horizonte ,-19.9311846,-43.9376407,0.678341251729869
3696,Rua Caraça ,650.0,1,275839.0,3,70, Serra, Belo Horizonte ,-19.9430505,-43.9141262,0.033559153256342955
3697,"Avenida Senador José Augusto, 80 ",495.0,1,407961.0,3,63, Buritis, Belo Horizonte ,-19.9812868,-43.978411,0.02597158336988037
3698,Rua Dona Cecília ,1100.0,2,869541.0,3,105, Serra, Belo Horizonte ,-19.9377676,-43.922114,0.7664527848106578
3699,"Rua Iracy Manata, 200 ",410.0,2,421351.0,2,60, Buritis, Belo Horizonte ,-19.9671697,-43.9701124,0.0881730663510546
3700,Rua Cândido de Figueiredo ,100.0,2,515690.0,3,60, Santa Mônica, Belo Horizonte ,-19.8168567,-43.9740286,0.9927984172526523
3701,"Rua Ceará, 903 ",1450.0,4,2353639.0,4,174, Funcionários, Belo Horizonte ,-19.921286,-43.9253997,0.887064724807945
3702,"Rua Muzambinho, 147 ",400.0,1,582351.0,3,89, Cruzeiro, Belo Horizonte ,-19.94661,-43.923608,0.884711677594366
3703,Rua Ministro Oliveira Salazar ,10.0,3,554501.0,4,40, Santa Mônica, Belo Horizonte ,-19.8175291,-43.9740618,0.31635293384311525
3704,"Rua Antônio Aleixo, 300 ",1118.0,2,1524301.0,4,151, Lourdes, Belo Horizonte ,-19.9328187,-43.9465711,0.5477313685771658
3705,"Rua Campo Grande, 955 ",350.0,2,344696.0,3,72, Milionários, Belo Horizonte ,-19.991124,-44.0076174,0.11922930902108242
3706,Rua Luiz Pongellupe ,130.0,2,401025.0,3,81, Jardim dos Comerciários, Belo Horizonte ,-19.7992821,-43.9761213,0.7948440050055107
3707,Rua Vitório Magnavacca ,300.0,1,354033.0,3,78, Buritis, Belo Horizonte ,-19.9681394,-43.9655884,0.8010925625698897
3708,"Rua Rubens Caporali Ribeiro, 752 ",750.0,4,1273797.0,3,150, Buritis, Belo Horizonte ,-19.9813444,-43.9764845,0.57997477650919
3709,Rua dos Aimorés ,850.0,1,1248502.0,4,182, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877,0.8904911995468074
3710,"Rua do Ouro, 536 ",,2,1030800.0,3,127, Serra, Belo Horizonte ,-19.947074,-43.9186245,0.45333205706551194
3711,Rua Daniel de Carvalho ,800.0,2,875731.0,4,130, Gutierrez, Belo Horizonte ,-19.9399033,-43.9587235,0.6764197188544601
3712,Rua Paulo Afonso ,400.0,--,333702.0,3,80, Santo Antônio, Belo Horizonte ,-19.9468549,-43.9460463,0.9179170907294183
3713,Rua Escravo Alexandre ,455.0,2,594680.0,2,63, Liberdade, Belo Horizonte ,-19.861818,-43.9558669,0.11550972425156036
3714,Avenida Afonso Pena ,700.0,1,2972242.0,7,620, Funcionários, Belo Horizonte ,-19.9469331,-43.9212512,0.8889692006328691
3715,Rua Pedra da Lua ,10.0,2,452982.0,3,68, Candelaria, Belo Horizonte ,-19.8112521,-43.9713879,0.8892875393881607
3716,"Rua Gilson Bretas, 95 ",210.0,1,333194.0,2,56, Dona Clara, Belo Horizonte ,-19.8609279,-43.9340152,0.6910280335489937
3717,Rua Terracota ,,2,761605.0,3,131, Vitória, Belo Horizonte ,-19.8617444,-43.8887282,0.005854819826991431
3718,Rua Tenente Anastácio de Moura ,900.0,1,718492.0,3,80, Santa Efigênia, Belo Horizonte ,-19.9291188,-43.9177972,0.9748606050049712
3719,"Rua José Hemetério Andrade, 356 ",243.0,1,306284.0,2,52, Buritis, Belo Horizonte ,-19.9786425,-43.9631117,0.34384377307913616
3720,Rua Dom Prudêncio Gomes ,310.0,2,547278.0,3,95, Coração Eucarístico, Belo Horizonte ,-19.9226189,-43.9855699,0.05612591703552949
3721,Rua Florália ,,3,2411672.0,4,146, Anchieta, Belo Horizonte ,-19.9467286,-43.9295572,0.5638888090175428
3722,Rua Florália ,,3,2199080.0,4,146, Anchieta, Belo Horizonte ,-19.9467286,-43.9295572,0.7651359561641042
3723,Rua Florália ,,3,2203776.0,4,146, Anchieta, Belo Horizonte ,-19.9467286,-43.9295572,0.9671098778923254
3724,"Rua Henrique Furtado Portugal, 181 ",1100.0,3,843154.0,4,126, Buritis, Belo Horizonte ,-19.9722454,-43.9667316,0.09413240337481499
3725,Rua Euclásio ,,11,20725.0,--,877, Santa Efigênia, Belo Horizonte ,-19.9255795,-43.9106712,0.843120537616656
3726,Rua Fernandes Tourinho ,482.0,2,2004684.0,3,106, Funcionários, Belo Horizonte ,-19.9393917,-43.9358894,0.1371348419444275
3727,Avenida Álvares Cabral ,,1,536856.0,1,33, Lourdes, Belo Horizonte ,-19.9244866,-43.9354151,0.4224622607740596
3728,Rua Saide Haddad Antônio ,1.0,1,431779.0,2,97, Santa Amélia, Belo Horizonte ,-19.8392527,-43.9843107,0.5171842424110512
3729,"Rua Augusto Souza Coutinho, 312 ",,--,521416.0,--,380, Conjunto Jardim Filadélfia, Belo Horizonte ,-19.915984,-44.0045088,0.5870195420202596
3730,Rua Alfenas ,558.0,2,735069.0,4,158, Cruzeiro, Belo Horizonte ,-19.9453381,-43.9237247,0.30875956077712885
3731,Rua Coronel Fulgêncio ,300.0,--,267489.0,3,69, São Lucas, Belo Horizonte ,-19.9279564,-43.9193789,0.8883908282246644
3732,Rua Cabo Verde ,420.0,1,497737.0,3,97, Cruzeiro, Belo Horizonte ,-19.9453381,-43.9237247,0.06081267855283379
3733,"Rua Eli Seabra Filho, 100 ",450.0,1,574662.0,2,69, Buritis, Belo Horizonte ,-19.9756218,-43.9749864,0.8486945230849349
3734,"Rua Geraldo Lúcio Vasconcelos, 946 ",526.0,2,622038.0,3,83, Buritis, Belo Horizonte ,-19.9807026,-43.9751749,0.7365570866557715
3735,"Rua Cônsul Walter, 125 ",1859.0,2,1899366.0,5,298, Buritis, Belo Horizonte ,-19.9745736,-43.9696865,0.37344832362354663
3736,Rua José Hemetério Andrade ,800.0,4,1165045.0,4,141, Buritis, Belo Horizonte ,-19.9786425,-43.9631117,0.31111827206093523
3737,Rua Campestre ,800.0,3,769234.0,3,81, Sagrada Família, Belo Horizonte ,-19.910294,-43.9229806,0.34563628982140093
3738,"Rua Senador Amaral, 107 ",,4,1846601.0,3,202, Comiteco, Belo Horizonte ,-19.9542506,-43.9219655,0.5412561072669115
3739,Avenida Prudente de Morais ,1880.0,2,1648319.0,4,500, Santo Antônio, Belo Horizonte ,-19.9474128,-43.9485341,0.06254296678477811
3740,Rua Viveiros de Castro ,10.0,1,252905.0,3,59, Copacabana, Belo Horizonte ,-19.8322427,-43.9928668,0.7630025148709763
3741,Rua Castelo Moura ,780.0,3,1735529.0,4,220, Castelo, Belo Horizonte ,-19.879754,-44.0018131,0.6478436776765186
3742,Rua dos Inconfidentes ,,4,1430910.0,--,174, Funcionários, Belo Horizonte ,-19.937775,-43.9268338,0.006996257404892958
3743,Rua Bambuí ,450.0,2,1239309.0,3,174, Serra, Belo Horizonte ,-19.9521977,-43.9262572,0.2664412779593771
3744,Rua Piauí ,1000.0,2,1434748.0,3,85, Funcionários, Belo Horizonte ,-19.9385064,-43.9287698,0.477984882956194
3745,Rua Pedra da Lua ,10.0,1,331439.0,2,46, Candelaria, Belo Horizonte ,-19.8112521,-43.9713879,0.922275178658883
3746,Rua Tenente Brito Melo ,,3,1176869.0,--,70, Barro Preto, Belo Horizonte ,-19.9180943,-43.9534818,0.8875694799471032
3747,Rua Tomé de Souza ,690.0,2,1391041.0,2,72, Funcionários, Belo Horizonte ,-19.9388244,-43.9274451,0.12832915063192396
3748,Rua dos Expedicionários ,250.0,1,215445.0,2,69, Santa Amélia, Belo Horizonte ,-20.2252407,-44.3977797,0.9691848687091621
3749,"Rua Clementino Viana Dotti, 181 ",450.0,2,454464.0,3,115, Buritis, Belo Horizonte ,-19.9729996,-43.968041,0.5054191786205928
3750,Rua Helena Abdalla ,980.0,3,1844055.0,3,220, Luxemburgo, Belo Horizonte ,-19.9486887,-43.9565328,0.38305618953514897
3751,Rua Nhanduti ,,2,819194.0,3,300, Caiçaras, Belo Horizonte ,-19.903732,-43.9746476,0.14549156530913887
3752,Rua Mário Batista da Costa ,200.0,4,1008550.0,4,90, Planalto, Belo Horizonte ,-19.8311915,-43.9552307,0.3320187420650601
3753,Rua Ibiá ,,--,496231.0,3,250, Santo André, Belo Horizonte ,-19.9064697,-43.9532098,0.027366373973437885
3754,"Rua Sílvio de Oliveira Martins, 123 ",590.0,3,602486.0,3,160, Buritis, Belo Horizonte ,-19.9738876,-43.9697931,0.36765274953935223
3755,"Rua Caetano Pirri, 1297 ",100.0,2,404872.0,2,91, Milionários, Belo Horizonte ,-19.9819499,-44.0031607,0.5677675130075912
3756,Rua Santa Catarina ,,2,1025243.0,2,71, Lourdes, Belo Horizonte ,-19.9232479,-43.9438549,0.15607277652740092
3757,Rua do Garimpo ,220.0,1,239660.0,2,51, Vila Oeste, Belo Horizonte ,-19.9922002,-43.8471035,0.41237959021784965
3758,Rua Felipe Drumond ,525.0,2,689214.0,4,130, Luxemburgo, Belo Horizonte ,-19.8343173,-43.9124787,0.6815977089896025
3759,Rua Cabrobó ,300.0,1,405346.0,3,98, Sagrada Família, Belo Horizonte ,-19.9031254,-43.9199482,0.5813114240601395
3760,"Rua Juarez, 350 ",,1,385288.0,2,90, União, Belo Horizonte ,-19.8765866,-43.9237002,0.6754005870924656
3761,"Rua da Bahia, 2463 ",900.0,1,834267.0,3,106, Funcionários, Belo Horizonte ,-19.9151776,-43.9347647,0.9351554870056936
3762,"Avenida Amazonas, 314 ",,--,126733.0,--,20, Centro, Belo Horizonte ,-19.9379439,-43.9991336,0.5211760694118823
3763,"Rua Augusto Muniz, 255 ",280.0,1,320367.0,3,78, Cardoso Barreiro, Belo Horizonte ,-20.0057219,-44.0077225,0.16260535052592184
3764,Rua dos Bororós ,1.0,4,523825.0,3,53, Santa Mônica, Belo Horizonte ,-19.8264704,-43.982759,0.16897706728671602
3765,Rua Antônio de Albuquerque ,350.0,2,863843.0,2,79, Savassi, Belo Horizonte ,-19.936584,-43.9421163,0.07490502767422891
3766,Rua Pedro Natalício de Morais ,1180.0,2,969735.0,3,105, Buritis, Belo Horizonte ,-19.9785725,-43.9726899,0.4086455091717148
3767,"Rua General Andrade Neves, 389 ",726.0,2,728466.0,3,110, Gutierrez, Belo Horizonte ,-19.9313904,-43.9613745,0.9420690938981261
3768,Rua Palermo ,,5,4692921.0,5,600, Bandeirantes, Belo Horizonte ,-19.8604695,-43.9902656,0.7617059049678766
3769,Rua Hermilo Alves ,593.0,1,512540.0,3,64, Santa Tereza, Belo Horizonte ,-19.915185,-43.9223514,0.9195267590571964
3770,"Rua Tulipa, 287 ",421.0,2,1036730.0,4,200, Esplanada, Belo Horizonte ,-19.9073427,-43.8998645,0.9164326309098514
3771,Rua Vereador Orlando Bonfim ,10.0,2,544632.0,3,78, Planalto, Belo Horizonte ,-19.836335,-43.9508881,0.8656122340782436
3772,"Rua Herval, 443 ",1980.0,5,1680245.0,4,220, Serra, Belo Horizonte ,-19.9392933,-43.9189106,0.20163484298588308
3773,"Rua Patagônia, 300 ",1138.0,3,2883354.0,4,207, Sion, Belo Horizonte ,-19.9592013,-43.9350687,0.5890446254198759
3774,Rua Faria Lobato ,308.0,1,391119.0,3,85, Santa Amélia, Belo Horizonte ,-19.8464686,-43.9830955,0.17483176164136993
3775,"Rua Pouso Alto, 285 ",,2,1494586.0,3,141, Serra, Belo Horizonte ,-19.9332707,-43.9209022,0.8477941698703549
3776,"Rua Stela de Souza, 673 ",980.0,3,1667013.0,4,220, Sagrada Família, Belo Horizonte ,-19.9038754,-43.9301764,0.9072369825195957
3777,Rua Santo Agostinho ,250.0,1,284331.0,2,78, Sagrada Família, Belo Horizonte ,-19.8972488,-43.9189199,0.8471061017228475
3778,Rua Humberto Rosa Teixeira ,10.0,4,944878.0,3,90, Santa Amélia, Belo Horizonte ,-19.8359763,-43.97299,0.5229002064565759
3779,"Rua Vitório Magnavacca, 156 ",870.0,3,1051342.0,4,200, Buritis, Belo Horizonte ,-19.9681394,-43.9655884,0.7468419358269853
3780,"Rua Antônio Aleixo, 755 ",1680.0,3,1656440.0,3,168, Lourdes, Belo Horizonte ,-19.9328187,-43.9465711,0.04293244063574608
3781,"Rua Herculano de Freitas, 960 ",600.0,3,1461713.0,3,230, Gutierrez, Belo Horizonte ,-19.9345736,-43.9538859,0.8838437973304659
3782,Rua Vicentina de Souza ,350.0,2,598508.0,3,127, Sagrada Família, Belo Horizonte ,-19.906544,-43.9177448,0.09375940897466839
3783,Rua Vinte e Oito de Setembro ,,1,497435.0,2,80, Esplanada, Belo Horizonte ,-19.9109959,-43.9071644,0.054115899078284624
3784,Rua Felipe dos Santos ,1560.0,4,2574874.0,4,170, Lourdes, Belo Horizonte ,-19.9342841,-43.9462997,0.1951037792135909
3785,"Rua Araguari, 0 ",,2,1377039.0,3,86, Santo Agostinho, Belo Horizonte ,-19.9304083,-43.9514156,0.4372004553220302
3786,"Rua Gonçalves Dias, 1914 ",,3,2588557.0,4,133, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.8200032620132645
3787,"Rua dos Aimorés, 2450 ",1210.0,2,1300361.0,4,160, Santo Agostinho, Belo Horizonte ,-19.9245137,-43.9538877,0.02000822897850496
3788,"Rua Professora Bartira Mourão, 209 ",1100.0,3,1652513.0,4,300, Buritis, Belo Horizonte ,-19.9691439,-43.9679544,0.8036663899663857
3789,"Rua Ulisses Marcondes Escobar, 0 ",1080.0,2,1018054.0,3,130, Buritis, Belo Horizonte ,-19.970196,-43.9695053,0.9771015002254491
3790,Rua Dante ,650.0,2,626530.0,4,128, São Lucas, Belo Horizonte ,-19.9305605,-43.9206684,0.8213223562014025
3791,"Rua Helena Abdalla, 97 ",800.0,2,955473.0,3,109, Luxemburgo, Belo Horizonte ,-19.9486887,-43.9565328,0.2408570330483889
3792,Rua dos Timbiras ,,3,642902.0,--,41, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047,0.08450885662263552
3793,Rua Fernandes Tourinho ,1.0,2,1411077.0,2,66, Lourdes, Belo Horizonte ,-19.9393917,-43.9358894,0.18127373868491792
3794,Rua Marechal Hermes ,1500.0,2,1371379.0,4,240, Gutierrez, Belo Horizonte ,-19.9371552,-43.9586943,0.4281600813161275
3795,Rua Ubá ,480.0,2,594029.0,3,81, Colégio Batista, Belo Horizonte ,-19.9102519,-43.9356369,0.6476283570137333
3796,Rua das Chácaras ,283.0,1,207541.0,2,47, Mantiqueira, Belo Horizonte ,-20.0174035,-44.0202558,0.7921148897207616
3797,"Rua Tomaz Gonzaga, 271 ",,4,3066647.0,4,324, Lourdes, Belo Horizonte ,-19.9329322,-43.9411068,0.35795137754767403
3798,"Rua Geraldo Lúcio Vasconcelos, 885 ",450.0,2,517173.0,2,80, Buritis, Belo Horizonte ,-19.9807026,-43.9751749,0.0036837646600340612
3799,"Rua da Bahia, 2411 ",3000.0,4,7533908.0,4,312, Lourdes, Belo Horizonte ,-19.9151776,-43.9347647,0.590627770679407
3800,"Rua Gonçalves Dias, 1914 ",,2,4539860.0,4,267, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.6406664360491587
3801,Rua dos Bororós ,1.0,1,368402.0,2,90, Santa Mônica, Belo Horizonte ,-19.8264704,-43.982759,0.8839260702039214
3802,Rua João Gualberto Filho ,250.0,1,322638.0,2,88, Sagrada Família, Belo Horizonte ,-19.8938185,-43.9237959,0.9939827789851563
3803,Rua Norte de Minas ,10.0,4,833433.0,3,130, Santa Amélia, Belo Horizonte ,-19.8336462,-43.9791832,0.9403030532511635
3804,"Rua Marco Aurélio de Miranda, 300 ",250.0,2,491189.0,3,122, Buritis, Belo Horizonte ,-19.9739157,-43.9678046,0.6949672423377903
3805,Rua Genoveva de Souza ,450.0,2,917962.0,2,68, Sagrada Família, Belo Horizonte ,-19.9067997,-43.9216393,0.9625190903674755
3806,Rua General Andrade Neves ,450.0,2,813980.0,2,87, Gutierrez, Belo Horizonte ,-19.9313904,-43.9613745,0.32100246752242445
3807,"Rua Bambuí, 877 ",400.0,2,828375.0,3,150, Cruzeiro, Belo Horizonte ,-19.9521977,-43.9262572,0.04499952933154194
3808,Rua Vera Lúcia ,,2,330752.0,3,65, Sinimbu, Belo Horizonte ,-19.8206363,-43.981041,0.02506228559090573
3809,"Rua Ophil Ribeiro, 116 ",,2,407221.0,3,67, Palmeiras, Belo Horizonte ,-19.9673585,-43.9827245,0.012227752642955503
3810,Rua Paulino Vaz de Melo ,350.0,2,849792.0,3,82, Dona Clara, Belo Horizonte ,-19.8604116,-43.944559,0.8026684795491379
3811,"Rua Coronel Otávio Diniz, 129 ",260.0,2,462903.0,2,55, Santa Efigênia, Belo Horizonte ,-19.9141086,-43.9070837,0.8897273998442533
3812,Rua Patagônia ,960.0,2,876976.0,2,140, Sion, Belo Horizonte ,-19.9592013,-43.9350687,0.031141467693219682
3813,Rua dos Aimorés ,1500.0,2,934674.0,3,100, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877,0.26113183549106167
3814,Rua Coronel Antônio Pereira da Silva ,500.0,3,1054956.0,2,125, Santa Efigênia, Belo Horizonte ,-19.924068,-43.9173719,0.49189653960700774
3815,Rua Tapirapes ,,2,492173.0,3,51, Santa Mônica, Belo Horizonte ,-19.8299416,-43.9750398,0.7184035019832741
3816,Rua Conselheiro Lafaiete ,,2,750991.0,2,118, Sagrada Família, Belo Horizonte ,-19.9114276,-43.925375,0.20882438780001933
3817,Rua Peperi ,250.0,1,287905.0,3,95, Nova Granada, Belo Horizonte ,-19.94046,-43.9683561,0.07327803857524107
3818,Rua Sinval de Sá ,,8,6177923.0,5,800, Cidade Jardim, Belo Horizonte ,-19.9389171,-43.9518929,0.23258653249142602
3819,Rua José Fernandes dos Reis ,10.0,2,529029.0,3,60, Santa Mônica, Belo Horizonte ,-19.825318,-43.974998,0.7562021637246392
3820,"Rua Contria, 1500 ",620.0,1,652208.0,3,180, Grajaú, Belo Horizonte ,-19.9288646,-43.9703277,0.054368419475451124
3821,"Rua Rodrigues Caldas, 1555 ",1600.0,2,1774996.0,4,170, Santo Agostinho, Belo Horizonte ,-19.9304751,-43.9564783,0.45158716135345034
3822,"Rua Manila, 311 ",276.0,1,332124.0,3,75, Estrela Dalva, Belo Horizonte ,-19.9630538,-43.9692391,0.8615658086217723
3823,Rua Gonçalves Dias ,1190.0,2,1514294.0,4,192, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.6484149393599813
3824,"Rua Nunes Vieira, 123 ",600.0,4,2751741.0,4,242, Santo Antônio, Belo Horizonte ,-19.9424153,-43.945949,0.48952466496782543
3825,"Avenida Augusto de Lima, 407 ",,1,379966.0,--,78, Centro, Belo Horizonte ,-19.9230616,-43.9441556,0.5141124440007935
3826,"Rua dos Aimorés, 2414 ",,1,862779.0,1,69, Santo Agostinho, Belo Horizonte ,-19.9245137,-43.9538877,0.6939382379194535
3827,"Rua Aragão, 220 ",,3,875227.0,3,192, Dom Bosco, Belo Horizonte ,-19.9188794,-43.9996246,0.6696979707877714
3828,Rua Pedra da Mata ,100.0,1,215479.0,2,48, Piratininga Venda Nova, Belo Horizonte ,-19.8109946,-43.986442,0.9710583569621812
3829,Rua Capivari ,1200.0,2,1048313.0,4,190, Serra, Belo Horizonte ,-19.9410388,-43.9164991,0.6479269777888911
3830,Rua Santa Rita Durão ,1100.0,3,2548607.0,4,123, Savassi, Belo Horizonte ,-19.9344756,-43.9346452,0.32714017467595813
3831,"Rua Domingos Fernandes, 214 ",350.0,2,609027.0,3,92, União, Belo Horizonte ,-19.883382,-43.9220256,0.07321363114020585
3832,Rua Guaxupé ,350.0,1,568054.0,3,135, Serra, Belo Horizonte ,-19.9405991,-43.9136282,0.3838474253431381
3833,Rua Ceará ,2200.0,3,9090.0,4,198, Funcionários, Belo Horizonte ,-19.921286,-43.9253997,0.9136733411020007
3834,"Rua Papoula Azul, 160 ",340.0,1,374499.0,2,70, Havaí, Belo Horizonte ,-19.9510784,-43.9776563,0.7030954002640663
3835,Rua Carmésia ,477.0,2,534028.0,3,81, Santa Inês, Belo Horizonte ,-19.8919314,-43.9076169,0.8672803495739579
3836,Rua Esmeralda ,550.0,3,1436200.0,3,166, Prado, Belo Horizonte ,-19.8018954,-43.922248,0.9683343955802142
3837,Avenida do Contorno ,1.0,1,1441531.0,2,133, Santa Efigênia, Belo Horizonte ,-19.9156428,-43.9453796,0.6740181309721334
3838,Rua Samuel Pereira ,1200.0,3,1733220.0,4,136, Anchieta, Belo Horizonte ,-19.9547781,-43.9273491,0.5548017770572894
3839,"Rua Pedro Natalício de Morais, 457 ",920.0,3,892423.0,4,120, Buritis, Belo Horizonte ,-19.9785725,-43.9726899,0.5151415677726103
3840,Rua Calunga ,337.0,1,294546.0,2,51, Jaraguá, Belo Horizonte ,-19.8561888,-43.9518082,0.328705520960193
3841,Rua Professor Tristão da Cunha ,,1,469452.0,3,122, Planalto, Belo Horizonte ,-19.8386354,-43.9466187,0.7362941602471286
3842,Rua Venezuela ,830.0,2,875033.0,4,117, Sion, Belo Horizonte ,-19.953459,-43.9369995,0.5135857307206507
3843,"Rua Tancredo da Silva Pinto, 56 ",421.0,1,442150.0,3,90, Silveira, Belo Horizonte ,-19.895301,-43.9301784,0.1372887604255325
3844,Rua Seara ,,--,378896.0,--,360, Coqueiros, Belo Horizonte ,-19.899586,-44.0233663,0.8405035888932516
3845,Rua Cônsul Walter ,700.0,3,1574760.0,4,240, Buritis, Belo Horizonte ,-19.9745736,-43.9696865,0.7519394155331508
3846,"Rua Joaquim Linhares, 44 ",450.0,2,663830.0,3,81, Anchieta, Belo Horizonte ,-19.9500206,-43.9260666,0.25136250111002323
3847,Rua dos Aimorés ,,2,1051881.0,2,70, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877,0.014459129912077984
3848,"Rua Lavras, 733 ",,--,4770194.0,--,1000, São Pedro, Belo Horizonte ,-19.9481626,-43.9382658,0.9254838757923076
3849,"Rua Antilhas, 50 ",2300.0,3,1799595.0,4,188, Sion, Belo Horizonte ,-19.9563057,-43.9351203,0.24746663285568216
3850,"Rua Eli Seabra Filho, 0 ",850.0,2,738404.0,3,120, Buritis, Belo Horizonte ,-19.9756218,-43.9749864,0.3600570114901558
3851,"Rua Adolfo Pereira, 198 ",1200.0,3,1866304.0,4,134, Anchieta, Belo Horizonte ,-19.9490607,-43.921827,0.04321790863720254
3852,Rua Recy Souza Paiva ,10.0,2,641555.0,3,75, Itapoã, Belo Horizonte ,-19.8349727,-43.9541979,0.9026817510243644
3853,"Rua José do Carmo Oliveira, 10 ",140.0,1,190830.0,2,50, Parque Sao Pedro Venda Nova, Belo Horizonte ,-19.8100978,-43.9548576,0.9268629884613445
